id,type,brand,car_spaces,passengers,antiquity,drive_permission,electric
72485,Motorbyke,Yamaha,1,1,16,true,false
72486,Motorbyke,Kawasaki,1,1,5,true,false
72487,Tractor,John Deere,2,2,30,true,false
72488,Tractor,Case,1,1,22,true,false
72489,Car,McLaren,3,1,6,true,false
72490,Van,Iveco,6,6,8,true,false
72491,Without_carnet,Microcar,2,1,0,false,false
72492,Van,Toyota,7,6,17,true,false
72493,Tractor,New Holland,2,2,15,true,false
72494,Without_carnet,Chatenet,1,1,29,false,true
72495,Car,Tesla,2,2,21,true,false
72496,Tractor,John Deere,1,1,16,true,false
72497,Car,Opel,4,2,6,true,false
72498,Without_carnet,Chatenet,2,1,14,false,false
72499,Motorbyke,Derbi,1,1,10,true,false
72500,Motorbyke,Yamaha,1,1,23,true,false
72501,Van,Volkswagen,6,6,16,true,false
72502,Tractor,Massey Ferguson,2,2,10,true,false
72503,Van,Ford,6,5,22,true,false
72504,Lorry,Mercedes-Benz,3,2,9,true,true
72505,Van,Nissan,7,5,3,true,false
72506,Without_carnet,Microcar,1,1,1,false,false
72507,Motorbyke,Derbi,2,2,0,true,true
72508,Tractor,Massey Ferguson,2,1,11,true,false
72509,Without_carnet,Chatenet,2,2,29,false,false
72510,Car,Mercedes-Benz,3,1,24,true,true
72511,Motorbyke,KTM,1,1,4,true,false
72512,Motorbyke,KTM,1,1,26,true,false
72513,Without_carnet,Aixam,2,2,22,false,false
72514,Car,Dodge,3,3,22,true,false
72515,Tractor,Claas,1,1,16,true,false
72516,Car,Opel,4,3,18,true,false
72517,Car,Audi,3,2,26,true,false
72518,Without_carnet,Microcar,1,1,23,false,false
72519,Motorbyke,Kawasaki,2,1,1,true,false
72520,Without_carnet,Ligier,1,1,29,false,false
72521,Tractor,Fendt,2,2,17,true,false
72522,Lorry,Agrale,3,3,13,true,true
72523,Tractor,John Deere,1,1,5,true,false
72524,Lorry,Mercedes-Benz,3,2,19,true,false
72525,Without_carnet,Aixam,2,1,10,false,false
72526,Motorbyke,Derbi,1,1,29,true,false
72527,Motorbyke,Harley Davidson,2,1,22,true,false
72528,Lorry,Iveco,3,1,20,true,false
72529,Van,Mercedes-Benz,6,5,19,true,false
72530,Van,Ford,5,5,23,true,false
72531,Car,Chrysler,4,1,11,true,false
72532,Without_carnet,Microcar,1,1,9,false,false
72533,Car,Alfa Romeo,3,2,30,true,false
72534,Lorry,Iveco,3,3,9,true,false
72535,Van,Iveco,6,5,13,true,false
72536,Tractor,New Holland,2,1,2,true,false
72537,Car,Land Rover,5,1,24,true,false
72538,Motorbyke,Ducati,1,1,15,true,true
72539,Van,Iveco,5,5,14,true,false
72540,Van,Seat,6,6,12,true,false
72541,Without_carnet,Microcar,2,1,7,false,false
72542,Car,Suzuki,4,3,20,true,false
72543,Van,Nissan,5,5,24,true,false
72544,Motorbyke,Kawasaki,2,1,7,true,false
72545,Tractor,Fendt,2,2,25,true,false
72546,Car,Lamborgini,5,5,13,true,false
72547,Van,Dacia,5,5,13,true,false
72548,Motorbyke,KTM,2,2,8,true,false
72549,Lorry,Iveco,3,3,27,true,true
72550,Car,BMW,2,2,10,true,false
72551,Motorbyke,Yamaha,1,1,12,true,false
72552,Lorry,Volvo,3,1,30,true,false
72553,Motorbyke,Harley Davidson,1,1,21,true,false
72554,Tractor,Claas,2,2,22,true,false
72555,Without_carnet,Microcar,2,2,12,false,false
72556,Car,Land Rover,4,1,17,true,false
72557,Tractor,Valtra,2,2,22,true,false
72558,Tractor,John Deere,2,2,23,true,false
72559,Car,Porsche,4,1,5,true,false
72560,Without_carnet,Aixam,1,1,14,false,true
72561,Lorry,Volvo,3,3,26,true,false
72562,Van,Renault,6,6,30,true,false
72563,Motorbyke,Yamaha,2,1,18,true,true
72564,Van,Fiat,8,7,24,true,false
72565,Car,Aston Martin,3,3,9,true,false
72566,Without_carnet,Chatenet,2,2,20,false,false
72567,Without_carnet,Aixam,1,1,10,false,false
72568,Car,Renault,3,2,19,true,false
72569,Without_carnet,Aixam,2,2,18,false,false
72570,Lorry,Pegaso,3,1,2,true,false
72571,Van,Peugeot,7,7,15,true,false
72572,Car,Mitsubishi,4,4,24,true,false
72573,Car,Subaru,2,1,27,true,false
72574,Motorbyke,Vespa,1,1,1,true,false
72575,Motorbyke,Aprilia,2,2,3,true,true
72576,Motorbyke,Derbi,1,1,28,true,false
72577,Car,Fiat,3,2,2,true,false
72578,Lorry,Pegaso,3,2,3,true,false
72579,Without_carnet,Microcar,1,1,16,false,false
72580,Lorry,Pegaso,3,1,28,true,false
72581,Van,Opel,8,6,8,true,false
72582,Motorbyke,Yamaha,1,1,28,true,false
72583,Tractor,Claas,1,1,28,true,true
72584,Lorry,Iveco,3,1,6,true,false
72585,Car,Ferrari,2,2,11,true,false
72586,Van,Fiat,7,7,13,true,false
72587,Tractor,John Deere,2,1,9,true,false
72588,Van,Volkswagen,7,6,28,true,true
72589,Motorbyke,Vespa,1,1,25,true,true
72590,Car,Bentley,4,3,14,true,false
72591,Lorry,Volvo,3,1,22,true,true
72592,Lorry,Iveco,3,2,19,true,false
72593,Motorbyke,Harley Davidson,1,1,14,true,false
72594,Van,Volkswagen,6,6,8,true,false
72595,Car,Mazda,3,3,30,true,false
72596,Car,Ford,5,5,14,true,true
72597,Tractor,Lanz Bulldog,2,2,8,true,false
72598,Tractor,New Holland,1,1,30,true,false
72599,Van,Mercedes-Benz,7,6,21,true,false
72600,Without_carnet,Aixam,1,1,19,false,false
72601,Van,Nissan,7,6,24,true,true
72602,Without_carnet,Ligier,2,2,28,false,false
72603,Lorry,Agrale,3,1,21,true,false
72604,Without_carnet,Aixam,1,1,6,false,true
72605,Without_carnet,Ligier,1,1,16,false,false
72606,Lorry,Agrale,3,3,19,true,false
72607,Lorry,Mercedes-Benz,3,2,0,true,false
72608,Tractor,Fendt,1,1,30,true,false
72609,Motorbyke,Aprilia,1,1,25,true,false
72610,Car,Renault,2,1,1,true,true
72611,Motorbyke,Ducati,2,2,25,true,false
72612,Van,Renault,8,5,15,true,false
72613,Van,Dacia,5,5,25,true,true
72614,Without_carnet,Microcar,1,1,20,false,false
72615,Car,Acura,5,2,28,true,false
72616,Van,Citroen,6,6,1,true,false
72617,Without_carnet,Microcar,1,1,15,false,false
72618,Tractor,Valtra,1,1,1,true,false
72619,Van,Ford,8,7,30,true,false
72620,Lorry,Pegaso,3,2,18,true,false
72621,Tractor,New Holland,1,1,7,true,false
72622,Without_carnet,Microcar,2,1,6,false,false
72623,Van,Fiat,5,5,29,true,false
72624,Motorbyke,Derbi,1,1,9,true,false
72625,Without_carnet,Ligier,1,1,20,false,false
72626,Motorbyke,Harley Davidson,1,1,23,true,false
72627,Lorry,Iveco,3,2,14,true,false
72628,Car,Acura,3,3,16,true,false
72629,Without_carnet,Ligier,2,2,27,false,false
72630,Lorry,Iveco,3,2,23,true,false
72631,Car,Opel,5,1,27,true,true
72632,Van,Nissan,5,5,15,true,false
72633,Van,Nissan,6,5,28,true,false
72634,Motorbyke,Kawasaki,1,1,14,true,false
72635,Car,Cadillac,3,1,9,true,false
72636,Lorry,Volvo,3,3,9,true,false
72637,Car,Subaru,4,4,19,true,false
72638,Lorry,Iveco,3,1,20,true,false
72639,Without_carnet,Microcar,1,1,8,false,false
72640,Lorry,Volvo,3,3,21,true,false
72641,Tractor,Massey Ferguson,2,1,22,true,false
72642,Without_carnet,Ligier,2,1,17,false,false
72643,Without_carnet,Ligier,2,1,23,false,true
72644,Motorbyke,Yamaha,1,1,29,true,false
72645,Lorry,Mercedes-Benz,3,1,28,true,true
72646,Lorry,Volvo,3,3,14,true,false
72647,Motorbyke,Yamaha,1,1,18,true,false
72648,Car,Chrysler,2,2,0,true,false
72649,Tractor,Massey Ferguson,1,1,6,true,false
72650,Tractor,Ford,2,2,21,true,false
72651,Without_carnet,Microcar,2,2,3,false,false
72652,Tractor,Massey Ferguson,2,2,9,true,false
72653,Motorbyke,Vespa,1,1,11,true,false
72654,Van,Volkswagen,6,5,29,true,false
72655,Tractor,Claas,1,1,30,true,false
72656,Van,Iveco,8,6,26,true,false
72657,Without_carnet,Ligier,2,2,18,false,false
72658,Without_carnet,Ligier,2,1,14,false,false
72659,Tractor,John Deere,2,2,9,true,false
72660,Lorry,Iveco,3,2,18,true,false
72661,Van,Ford,8,6,0,true,false
72662,Without_carnet,Aixam,1,1,27,false,false
72663,Without_carnet,Chatenet,1,1,24,false,false
72664,Lorry,Pegaso,3,1,9,true,false
72665,Car,Lexus,2,2,18,true,false
72666,Lorry,Volvo,3,1,26,true,false
72667,Lorry,Iveco,3,1,14,true,false
72668,Motorbyke,Kawasaki,1,1,27,true,false
72669,Van,Peugeot,8,7,6,true,false
72670,Without_carnet,Chatenet,1,1,21,false,false
72671,Tractor,New Holland,1,1,19,true,false
72672,Without_carnet,Aixam,1,1,26,false,false
72673,Lorry,Agrale,3,2,2,true,false
72674,Lorry,Iveco,3,2,16,true,false
72675,Motorbyke,Ducati,2,1,3,true,false
72676,Motorbyke,Yamaha,1,1,28,true,false
72677,Lorry,Volvo,3,1,21,true,false
72678,Car,Tesla,3,2,28,true,false
72679,Without_carnet,Chatenet,1,1,14,false,false
72680,Van,Toyota,7,6,25,true,false
72681,Motorbyke,Aprilia,1,1,1,true,false
72682,Van,Opel,5,5,10,true,false
72683,Lorry,Volvo,3,1,11,true,false
72684,Tractor,Deutz,1,1,7,true,false
72685,Tractor,Fendt,1,1,6,true,false
72686,Tractor,Fendt,2,2,17,true,false
72687,Without_carnet,Microcar,1,1,27,false,false
72688,Tractor,Ford,2,1,5,true,false
72689,Van,Ford,5,5,10,true,false
72690,Tractor,Ford,2,2,12,true,false
72691,Tractor,Ford,2,1,11,true,false
72692,Without_carnet,Microcar,2,2,17,false,false
72693,Van,Opel,6,5,16,true,false
72694,Van,Dacia,7,5,21,true,false
72695,Without_carnet,Ligier,1,1,19,false,false
72696,Lorry,Agrale,3,3,4,true,false
72697,Van,Ford,6,6,13,true,false
72698,Without_carnet,Ligier,2,2,26,false,false
72699,Van,Ford,5,5,17,true,false
72700,Car,Rolls Royce,5,5,10,true,false
72701,Without_carnet,Chatenet,2,2,25,false,false
72702,Lorry,Iveco,3,2,30,true,false
72703,Without_carnet,Microcar,1,1,7,false,false
72704,Motorbyke,Ducati,1,1,28,true,false
72705,Without_carnet,Ligier,1,1,8,false,true
72706,Tractor,Fendt,1,1,9,true,false
72707,Without_carnet,Microcar,2,1,22,false,false
72708,Van,Opel,8,8,22,true,true
72709,Car,Jeep,5,2,4,true,false
72710,Motorbyke,Vespa,1,1,28,true,false
72711,Motorbyke,Kawasaki,1,1,29,true,false
72712,Without_carnet,Chatenet,2,1,9,false,false
72713,Without_carnet,Microcar,1,1,4,false,false
72714,Lorry,Agrale,3,2,1,true,false
72715,Motorbyke,Aprilia,2,2,11,true,true
72716,Lorry,Pegaso,3,2,2,true,true
72717,Motorbyke,Vespa,2,2,6,true,false
72718,Car,Nissan,5,1,24,true,true
72719,Car,Cadillac,4,1,21,true,false
72720,Van,Dacia,5,5,14,true,false
72721,Car,Maserati,2,1,19,true,true
72722,Lorry,Volvo,3,3,1,true,false
72723,Tractor,Fendt,2,1,2,true,false
72724,Van,Peugeot,5,5,8,true,false
72725,Without_carnet,Ligier,1,1,19,false,false
72726,Lorry,Pegaso,3,1,27,true,false
72727,Tractor,Deutz,2,2,6,true,false
72728,Without_carnet,Aixam,1,1,30,false,false
72729,Lorry,Iveco,3,1,15,true,true
72730,Lorry,Pegaso,3,1,2,true,false
72731,Car,Toyota,5,3,2,true,false
72732,Motorbyke,Vespa,1,1,20,true,false
72733,Lorry,Agrale,3,2,28,true,false
72734,Tractor,Lanz Bulldog,1,1,26,true,false
72735,Van,Peugeot,8,7,29,true,false
72736,Lorry,Agrale,3,2,7,true,false
72737,Tractor,Lanz Bulldog,2,1,20,true,false
72738,Motorbyke,Ducati,2,2,16,true,false
72739,Without_carnet,Chatenet,1,1,20,false,false
72740,Motorbyke,Aprilia,2,2,20,true,false
72741,Van,Renault,5,5,18,true,false
72742,Tractor,John Deere,1,1,23,true,false
72743,Tractor,Lanz Bulldog,1,1,3,true,true
72744,Lorry,Iveco,3,2,27,true,false
72745,Van,Mercedes-Benz,7,7,24,true,false
72746,Lorry,Mercedes-Benz,3,3,17,true,false
72747,Tractor,John Deere,2,2,16,true,false
72748,Tractor,New Holland,2,2,19,true,false
72749,Van,Dacia,5,5,12,true,false
72750,Tractor,Fendt,1,1,10,true,false
72751,Motorbyke,Yamaha,1,1,26,true,false
72752,Motorbyke,Vespa,1,1,10,true,false
72753,Van,Iveco,7,6,21,true,false
72754,Tractor,Valtra,1,1,30,true,false
72755,Tractor,Lanz Bulldog,2,2,25,true,false
72756,Lorry,Iveco,3,1,19,true,false
72757,Motorbyke,KTM,2,1,19,true,false
72758,Without_carnet,Aixam,2,2,9,false,false
72759,Tractor,New Holland,2,1,23,true,false
72760,Lorry,Volvo,3,3,7,true,true
72761,Van,Citroen,7,5,18,true,false
72762,Van,Seat,8,6,20,true,false
72763,Without_carnet,Ligier,2,2,13,false,false
72764,Without_carnet,Aixam,2,2,23,false,false
72765,Motorbyke,Yamaha,1,1,13,true,false
72766,Van,Volkswagen,8,5,7,true,false
72767,Lorry,Mercedes-Benz,3,2,6,true,false
72768,Lorry,Iveco,3,1,23,true,false
72769,Motorbyke,KTM,2,1,17,true,false
72770,Car,Ford,4,1,14,true,false
72771,Without_carnet,Microcar,2,2,29,false,false
72772,Car,Toyota,4,4,28,true,false
72773,Van,Opel,8,8,20,true,false
72774,Van,Ford,5,5,22,true,false
72775,Tractor,Case,2,2,3,true,false
72776,Car,BMW,4,3,20,true,false
72777,Car,Koenigsegg,2,1,0,true,true
72778,Without_carnet,Ligier,1,1,29,false,false
72779,Tractor,Valtra,2,1,13,true,false
72780,Car,Dodge,4,4,10,true,false
72781,Tractor,Claas,1,1,9,true,false
72782,Motorbyke,Yamaha,1,1,18,true,false
72783,Van,Fiat,8,6,0,true,true
72784,Motorbyke,Harley Davidson,2,1,27,true,false
72785,Without_carnet,Aixam,2,2,28,false,false
72786,Lorry,Volvo,3,1,10,true,false
72787,Motorbyke,Yamaha,2,2,15,true,false
72788,Van,Volkswagen,5,5,1,true,false
72789,Lorry,Pegaso,3,3,11,true,false
72790,Tractor,Case,2,2,28,true,false
72791,Car,Mercedes-Benz,5,1,4,true,false
72792,Lorry,Pegaso,3,1,19,true,false
72793,Van,Nissan,7,6,15,true,false
72794,Van,Dacia,7,6,2,true,true
72795,Without_carnet,Microcar,2,1,17,false,false
72796,Van,Volkswagen,5,5,11,true,false
72797,Without_carnet,Chatenet,1,1,23,false,false
72798,Van,Iveco,6,6,5,true,false
72799,Tractor,Deutz,1,1,8,true,false
72800,Tractor,Claas,1,1,30,true,false
72801,Without_carnet,Ligier,1,1,1,false,false
72802,Van,Dacia,5,5,7,true,false
72803,Motorbyke,Aprilia,1,1,19,true,false
72804,Tractor,Lanz Bulldog,2,2,14,true,false
72805,Car,KIA,5,1,30,true,false
72806,Lorry,Iveco,3,1,25,true,false
72807,Motorbyke,Derbi,1,1,26,true,false
72808,Car,Infiniti,4,3,26,true,false
72809,Car,Aston Martin,5,1,20,true,false
72810,Without_carnet,Ligier,1,1,28,false,false
72811,Lorry,Volvo,3,3,26,true,true
72812,Motorbyke,KTM,2,1,30,true,true
72813,Tractor,John Deere,1,1,14,true,false
72814,Motorbyke,Kawasaki,2,1,7,true,false
72815,Motorbyke,Ducati,1,1,13,true,false
72816,Motorbyke,Kawasaki,1,1,15,true,false
72817,Lorry,Agrale,3,2,30,true,false
72818,Lorry,Volvo,3,3,11,true,false
72819,Tractor,Massey Ferguson,2,1,18,true,false
72820,Van,Mercedes-Benz,8,7,17,true,false
72821,Without_carnet,Microcar,1,1,28,false,false
72822,Motorbyke,Kawasaki,2,1,3,true,false
72823,Tractor,New Holland,2,1,23,true,false
72824,Tractor,Massey Ferguson,2,2,18,true,false
72825,Motorbyke,Harley Davidson,1,1,22,true,false
72826,Car,Ferrari,5,4,0,true,false
72827,Tractor,New Holland,2,2,15,true,false
72828,Motorbyke,KTM,1,1,15,true,false
72829,Tractor,Valtra,2,2,15,true,false
72830,Tractor,Deutz,1,1,24,true,false
72831,Tractor,Lanz Bulldog,2,1,2,true,false
72832,Van,Opel,5,5,12,true,true
72833,Lorry,Agrale,3,1,12,true,false
72834,Car,Volkswagen,4,3,27,true,false
72835,Car,Land Rover,2,1,12,true,false
72836,Lorry,Pegaso,3,1,10,true,true
72837,Tractor,New Holland,1,1,15,true,false
72838,Lorry,Mercedes-Benz,3,1,18,true,false
72839,Van,Iveco,8,6,23,true,false
72840,Car,Pagani,4,4,6,true,false
72841,Van,Iveco,7,7,9,true,false
72842,Motorbyke,Ducati,1,1,12,true,false
72843,Car,Mini,2,2,4,true,false
72844,Tractor,Lanz Bulldog,2,2,12,true,false
72845,Car,McLaren,2,2,14,true,false
72846,Without_carnet,Ligier,2,1,7,false,false
72847,Car,Opel,4,1,20,true,false
72848,Car,Rolls Royce,2,1,17,true,false
72849,Van,Opel,7,5,17,true,false
72850,Tractor,Lanz Bulldog,2,2,17,true,false
72851,Without_carnet,Chatenet,1,1,4,false,false
72852,Tractor,Massey Ferguson,2,2,29,true,false
72853,Without_carnet,Ligier,1,1,19,false,false
72854,Tractor,Lanz Bulldog,2,2,16,true,false
72855,Car,Jaguar,2,2,2,true,false
72856,Without_carnet,Chatenet,1,1,25,false,false
72857,Without_carnet,Microcar,1,1,24,false,false
72858,Car,BMW,2,2,16,true,false
72859,Lorry,Pegaso,3,1,28,true,false
72860,Tractor,Deutz,1,1,12,true,false
72861,Van,Dacia,8,7,23,true,false
72862,Lorry,Volvo,3,3,7,true,false
72863,Without_carnet,Aixam,2,2,18,false,false
72864,Without_carnet,Chatenet,2,1,21,false,false
72865,Car,Chevrolet,4,1,19,true,false
72866,Car,Nissan,5,2,4,true,false
72867,Car,Alfa Romeo,5,3,30,true,false
72868,Car,Porsche,2,2,29,true,false
72869,Car,Cadillac,2,1,20,true,false
72870,Without_carnet,Microcar,1,1,27,false,false
72871,Van,Iveco,8,5,22,true,false
72872,Lorry,Iveco,3,3,4,true,false
72873,Van,Citroen,8,7,21,true,false
72874,Van,Peugeot,7,6,4,true,false
72875,Car,Koenigsegg,2,2,11,true,false
72876,Car,Rolls Royce,5,4,17,true,false
72877,Without_carnet,Chatenet,2,1,15,false,false
72878,Tractor,John Deere,2,2,15,true,true
72879,Without_carnet,Chatenet,2,2,28,false,false
72880,Car,Audi,2,2,13,true,false
72881,Lorry,Agrale,3,2,13,true,false
72882,Car,Audi,2,2,25,true,true
72883,Lorry,Agrale,3,3,21,true,true
72884,Tractor,Lanz Bulldog,2,2,15,true,false
72885,Tractor,Fendt,1,1,14,true,false
72886,Car,Jaguar,2,2,1,true,false
72887,Tractor,Fendt,2,2,1,true,false
72888,Van,Dacia,5,5,10,true,false
72889,Van,Seat,5,5,24,true,true
72890,Without_carnet,Aixam,2,1,26,false,false
72891,Lorry,Volvo,3,3,19,true,true
72892,Lorry,Volvo,3,3,2,true,false
72893,Lorry,Pegaso,3,2,11,true,false
72894,Lorry,Volvo,3,2,24,true,false
72895,Motorbyke,Ducati,2,1,14,true,false
72896,Without_carnet,Microcar,1,1,17,false,false
72897,Tractor,Lanz Bulldog,1,1,2,true,false
72898,Without_carnet,Chatenet,2,2,1,false,false
72899,Lorry,Mercedes-Benz,3,3,14,true,false
72900,Without_carnet,Aixam,2,2,1,false,false
72901,Car,Volkswagen,4,3,15,true,false
72902,Car,Audi,3,2,15,true,false
72903,Van,Volkswagen,8,7,27,true,false
72904,Lorry,Iveco,3,3,17,true,false
72905,Without_carnet,Aixam,2,2,28,false,false
72906,Lorry,Mercedes-Benz,3,3,6,true,false
72907,Without_carnet,Microcar,1,1,21,false,false
72908,Car,Chevrolet,5,4,7,true,false
72909,Van,Citroen,7,7,24,true,false
72910,Van,Volkswagen,6,5,14,true,false
72911,Lorry,Mercedes-Benz,3,3,24,true,false
72912,Tractor,Lanz Bulldog,2,2,16,true,false
72913,Lorry,Iveco,3,3,20,true,false
72914,Without_carnet,Chatenet,2,2,4,false,false
72915,Van,Toyota,8,6,7,true,true
72916,Tractor,Valtra,2,2,1,true,false
72917,Van,Renault,6,6,23,true,false
72918,Motorbyke,Derbi,2,2,19,true,false
72919,Tractor,Ford,2,1,16,true,false
72920,Motorbyke,Kawasaki,1,1,0,true,false
72921,Lorry,Volvo,3,2,23,true,false
72922,Tractor,Claas,2,1,4,true,false
72923,Tractor,Massey Ferguson,2,1,28,true,true
72924,Lorry,Mercedes-Benz,3,1,23,true,true
72925,Motorbyke,Vespa,2,2,19,true,false
72926,Van,Volkswagen,8,5,12,true,false
72927,Car,Citroen,5,3,7,true,false
72928,Lorry,Mercedes-Benz,3,1,17,true,true
72929,Van,Nissan,7,7,23,true,false
72930,Motorbyke,Harley Davidson,1,1,17,true,false
72931,Car,Chevrolet,2,2,28,true,false
72932,Lorry,Agrale,3,1,5,true,false
72933,Motorbyke,Harley Davidson,2,1,13,true,false
72934,Motorbyke,Vespa,2,1,17,true,false
72935,Without_carnet,Microcar,1,1,21,false,false
72936,Car,Lexus,3,2,27,true,false
72937,Van,Nissan,8,5,2,true,false
72938,Motorbyke,Kawasaki,1,1,17,true,false
72939,Lorry,Agrale,3,1,15,true,false
72940,Motorbyke,Ducati,1,1,14,true,false
72941,Motorbyke,Vespa,2,1,13,true,true
72942,Without_carnet,Aixam,1,1,12,false,true
72943,Motorbyke,Kawasaki,1,1,24,true,false
72944,Without_carnet,Aixam,2,1,15,false,false
72945,Car,Ferrari,2,1,23,true,false
72946,Without_carnet,Microcar,1,1,12,false,false
72947,Car,Tesla,2,2,16,true,false
72948,Car,Lamborgini,2,1,23,true,true
72949,Lorry,Mercedes-Benz,3,3,15,true,true
72950,Van,Ford,5,5,13,true,true
72951,Van,Iveco,8,5,2,true,false
72952,Motorbyke,Ducati,1,1,13,true,true
72953,Van,Ford,8,5,27,true,false
72954,Motorbyke,Kawasaki,2,2,2,true,false
72955,Without_carnet,Aixam,1,1,10,false,false
72956,Without_carnet,Ligier,2,1,28,false,false
72957,Motorbyke,KTM,2,1,8,true,false
72958,Tractor,Deutz,2,2,0,true,false
72959,Without_carnet,Aixam,1,1,2,false,false
72960,Motorbyke,Vespa,1,1,7,true,false
72961,Van,Volkswagen,5,5,1,true,false
72962,Lorry,Mercedes-Benz,3,1,4,true,false
72963,Car,Peugeot,2,1,1,true,false
72964,Van,Peugeot,6,6,8,true,false
72965,Car,BMW,3,2,4,true,false
72966,Tractor,Lanz Bulldog,2,2,8,true,false
72967,Without_carnet,Chatenet,1,1,30,false,true
72968,Car,Mercedes-Benz,2,1,24,true,false
72969,Without_carnet,Chatenet,1,1,14,false,false
72970,Car,Fiat,2,1,21,true,false
72971,Tractor,Valtra,1,1,1,true,false
72972,Without_carnet,Microcar,2,2,22,false,false
72973,Motorbyke,Harley Davidson,1,1,22,true,true
72974,Car,Infiniti,4,1,22,true,true
72975,Car,Lamborgini,4,1,19,true,false
72976,Car,Dodge,5,5,2,true,false
72977,Tractor,Case,2,2,27,true,false
72978,Tractor,Ford,2,2,29,true,false
72979,Van,Toyota,6,5,24,true,false
72980,Van,Ford,5,5,21,true,false
72981,Tractor,John Deere,1,1,27,true,false
72982,Car,Citroen,3,3,16,true,false
72983,Motorbyke,Derbi,2,2,29,true,false
72984,Motorbyke,Vespa,2,2,11,true,false
72985,Tractor,Ford,2,1,10,true,false
72986,Van,Nissan,8,6,0,true,false
72987,Tractor,Ford,1,1,17,true,false
72988,Car,Porsche,5,3,30,true,true
72989,Car,Rolls Royce,5,3,9,true,false
72990,Car,Ford,5,3,3,true,false
72991,Without_carnet,Microcar,2,1,25,false,false
72992,Motorbyke,Aprilia,1,1,2,true,true
72993,Van,Ford,5,5,1,true,false
72994,Without_carnet,Ligier,1,1,11,false,false
72995,Tractor,Massey Ferguson,2,1,26,true,true
72996,Tractor,New Holland,1,1,13,true,false
72997,Motorbyke,Ducati,2,1,6,true,false
72998,Motorbyke,Ducati,2,2,3,true,false
72999,Without_carnet,Microcar,2,1,27,false,false
73000,Lorry,Agrale,3,1,21,true,false
73001,Car,Peugeot,3,2,12,true,false
73002,Tractor,Valtra,2,1,30,true,false
73003,Car,Hyunday,2,2,14,true,false
73004,Motorbyke,Ducati,2,1,0,true,false
73005,Car,Fiat,4,3,29,true,false
73006,Without_carnet,Chatenet,1,1,25,false,false
73007,Motorbyke,Ducati,1,1,25,true,false
73008,Van,Dacia,6,5,0,true,false
73009,Van,Volkswagen,8,5,9,true,false
73010,Without_carnet,Microcar,2,1,22,false,false
73011,Motorbyke,Aprilia,2,1,26,true,false
73012,Without_carnet,Ligier,2,1,16,false,false
73013,Van,Volkswagen,5,5,21,true,false
73014,Tractor,Lanz Bulldog,2,2,1,true,false
73015,Van,Volkswagen,6,5,6,true,false
73016,Tractor,Ford,2,1,2,true,false
73017,Lorry,Pegaso,3,2,10,true,false
73018,Tractor,Valtra,1,1,30,true,false
73019,Car,Suzuki,2,1,22,true,false
73020,Motorbyke,Ducati,1,1,25,true,false
73021,Van,Volkswagen,8,7,9,true,false
73022,Without_carnet,Microcar,2,2,29,false,false
73023,Tractor,Case,1,1,26,true,false
73024,Car,Audi,4,3,27,true,false
73025,Without_carnet,Chatenet,2,2,10,false,false
73026,Tractor,Case,2,2,3,true,false
73027,Without_carnet,Microcar,2,2,16,false,false
73028,Without_carnet,Microcar,1,1,21,false,false
73029,Without_carnet,Microcar,2,1,20,false,false
73030,Tractor,Case,1,1,13,true,false
73031,Van,Mercedes-Benz,5,5,14,true,false
73032,Motorbyke,Harley Davidson,1,1,19,true,false
73033,Without_carnet,Chatenet,1,1,23,false,false
73034,Tractor,Case,2,1,9,true,false
73035,Motorbyke,Aprilia,2,1,11,true,false
73036,Car,Alfa Romeo,2,1,28,true,false
73037,Van,Seat,6,6,30,true,false
73038,Without_carnet,Ligier,1,1,0,false,true
73039,Motorbyke,Yamaha,2,2,16,true,false
73040,Motorbyke,Derbi,1,1,12,true,true
73041,Without_carnet,Ligier,2,2,24,false,false
73042,Lorry,Mercedes-Benz,3,2,25,true,false
73043,Motorbyke,KTM,2,2,15,true,false
73044,Van,Peugeot,7,6,8,true,false
73045,Van,Peugeot,7,5,4,true,true
73046,Tractor,New Holland,2,2,8,true,false
73047,Without_carnet,Aixam,1,1,25,false,false
73048,Van,Seat,7,7,23,true,false
73049,Car,Hyunday,2,1,2,true,true
73050,Motorbyke,Aprilia,2,2,4,true,false
73051,Car,Honda,3,2,30,true,false
73052,Tractor,New Holland,1,1,28,true,false
73053,Tractor,Claas,1,1,22,true,false
73054,Lorry,Volvo,3,2,18,true,false
73055,Tractor,Claas,1,1,20,true,false
73056,Motorbyke,Vespa,1,1,2,true,false
73057,Motorbyke,Harley Davidson,1,1,17,true,false
73058,Van,Peugeot,7,5,22,true,false
73059,Motorbyke,KTM,2,1,29,true,false
73060,Car,Chevrolet,2,1,25,true,false
73061,Lorry,Pegaso,3,3,16,true,false
73062,Van,Ford,8,7,7,true,false
73063,Van,Iveco,7,5,17,true,false
73064,Lorry,Mercedes-Benz,3,1,21,true,false
73065,Tractor,Lanz Bulldog,1,1,8,true,false
73066,Without_carnet,Aixam,1,1,14,false,false
73067,Lorry,Mercedes-Benz,3,3,17,true,true
73068,Tractor,Ford,1,1,10,true,true
73069,Without_carnet,Ligier,2,2,13,false,false
73070,Car,Mazda,4,4,5,true,false
73071,Motorbyke,Kawasaki,2,2,9,true,false
73072,Lorry,Agrale,3,2,15,true,false
73073,Tractor,Deutz,1,1,20,true,false
73074,Motorbyke,Ducati,2,2,3,true,true
