age,sex,experience,previous_infractions,illness
42,1,12,0,1
49,1,5,0,1
55,0,26,10,0
52,1,25,8,0
36,0,3,7,0
28,0,2,2,1
20,0,0,9,0
66,1,18,8,0
46,0,19,5,0
84,0,24,6,0
59,1,32,9,0
33,0,6,4,0
83,0,54,9,1
84,0,23,5,0
18,1,0,2,0
80,1,48,10,0
82,1,53,0,1
51,1,3,2,0
74,0,34,1,0
41,0,8,6,0
57,1,32,7,0
50,0,8,10,0
70,0,39,5,1
32,0,2,6,0
32,0,11,9,0
44,1,12,9,0
41,1,17,7,1
61,0,12,4,0
74,0,5,3,0
22,0,2,5,0
45,0,18,7,0
21,1,3,9,0
75,0,30,6,0
20,1,1,7,0
79,1,50,5,0
19,1,0,4,0
48,1,15,5,1
67,0,22,5,1
41,1,4,9,0
33,0,4,1,0
65,1,42,4,1
53,1,13,3,1
82,0,57,3,1
51,1,7,5,0
71,0,14,3,0
67,1,47,9,0
38,1,7,8,0
27,0,6,0,0
66,0,4,6,0
50,0,4,2,0
28,1,1,2,0
37,1,10,6,0
66,0,41,10,0
73,0,2,0,1
53,1,22,7,1
25,0,3,10,0
63,0,29,5,1
29,0,0,9,1
80,1,57,3,0
23,0,3,2,1
75,1,6,9,0
85,1,46,6,0
74,0,47,3,0
57,0,32,9,0
38,0,19,4,0
67,0,36,6,0
45,0,6,9,0
19,1,1,0,0
81,0,61,7,0
79,0,4,10,0
45,1,14,9,0
36,0,11,1,0
78,1,58,1,0
24,1,6,10,1
69,1,46,6,0
42,1,10,10,1
38,0,20,1,0
75,1,10,8,1
35,1,1,0,0
55,1,13,1,0
23,0,0,7,0
68,0,38,5,1
45,0,22,4,0
83,0,56,3,0
40,1,22,7,0
63,1,30,4,0
83,1,13,10,1
75,1,37,10,1
53,0,15,9,0
73,1,2,3,0
26,1,8,1,0
55,1,30,8,0
53,0,11,9,0
42,1,22,2,0
81,0,5,10,0
82,0,7,0,0
46,1,5,6,0
21,1,2,1,0
73,1,48,6,0
61,0,3,9,0
33,1,7,9,0
30,1,8,4,0
77,1,17,6,1
19,1,1,3,1
78,0,11,10,1
22,0,3,8,0
20,0,0,2,1
41,0,21,0,0
46,1,10,2,0
32,1,3,9,0
64,0,16,3,1
36,1,0,10,0
18,0,0,6,0
31,0,5,5,0
83,1,26,1,1
68,1,47,2,0
71,0,41,4,1
84,0,25,9,0
64,1,31,8,0
49,0,7,2,0
80,0,4,8,0
54,0,3,0,0
41,0,14,3,0
71,1,14,6,0
84,0,52,4,0
85,1,47,3,0
61,1,20,7,0
44,1,14,9,0
45,0,25,9,0
53,1,18,1,0
27,0,5,0,0
49,0,10,10,0
37,1,17,6,1
73,1,35,9,0
83,1,28,8,1
54,1,4,6,0
37,1,0,8,1
81,0,7,6,0
26,1,5,6,0
71,1,26,8,0
78,0,33,8,0
79,1,42,3,0
20,0,1,5,0
27,0,5,5,0
65,0,46,8,0
34,0,10,2,0
60,1,28,7,0
39,1,20,6,0
54,1,10,1,0
37,0,2,10,0
64,1,21,4,0
58,0,28,1,0
79,1,11,3,1
47,0,20,1,0
21,0,2,0,0
42,1,8,3,0
25,1,0,10,0
41,0,23,10,0
63,1,6,2,1
31,0,6,0,1
72,0,39,5,0
70,1,47,0,0
24,0,4,7,0
71,1,43,10,0
85,1,51,4,0
60,1,12,5,0
68,0,25,2,0
41,0,3,9,0
84,1,16,4,0
22,0,4,10,0
52,0,17,8,1
23,0,4,3,0
60,1,29,5,0
46,0,6,8,0
68,1,16,8,0
28,1,8,7,0
32,1,6,0,0
25,0,2,5,0
20,1,2,3,0
63,0,31,10,0
66,1,9,4,0
73,1,40,2,1
78,1,42,6,0
76,1,28,1,0
85,0,19,9,0
33,0,14,6,0
18,1,0,3,0
46,1,3,6,1
70,0,19,0,0
54,0,3,0,0
19,1,1,6,0
74,1,45,0,0
30,1,8,1,0
38,0,8,7,0
41,0,7,0,0
48,0,24,2,0
49,1,29,1,0
27,0,8,7,0
20,0,2,4,0
75,0,11,2,0
81,0,35,3,0
18,1,0,7,1
43,1,18,5,1
52,1,33,5,1
57,1,0,4,0
37,1,9,4,0
26,1,3,3,1
31,0,1,1,0
37,1,1,5,0
85,1,14,0,1
62,0,14,3,0
83,0,46,7,0
66,1,41,0,1
26,1,8,5,1
29,0,3,8,1
38,0,12,3,0
57,0,27,6,0
24,1,1,4,0
21,1,2,8,0
19,1,1,7,0
28,0,0,0,0
56,0,28,1,0
81,1,61,7,0
24,1,1,1,1
58,0,40,10,1
20,0,0,0,1
44,0,21,0,0
38,0,6,0,0
81,1,45,4,0
81,1,40,3,0
39,1,5,5,0
46,1,3,8,0
74,1,44,9,0
81,0,1,8,0
62,1,13,8,0
38,0,6,10,0
84,1,34,4,0
31,0,13,1,0
76,0,12,2,0
82,1,15,4,0
20,0,0,3,0
54,1,19,8,0
48,1,1,4,0
20,1,2,1,0
63,1,39,9,0
33,1,9,5,0
45,0,16,10,1
54,1,31,1,0
38,0,14,6,0
81,0,8,10,0
83,1,35,0,0
31,1,1,6,0
66,1,15,2,0
50,1,12,5,0
24,0,5,2,0
41,0,2,8,0
85,1,56,1,0
38,0,19,5,0
31,0,0,5,0
68,1,5,5,0
58,1,10,2,0
44,1,23,9,0
45,1,10,8,0
21,0,0,1,0
80,1,61,2,0
79,0,13,2,0
20,0,0,1,1
79,1,6,7,0
23,1,3,4,0
84,0,10,5,1
72,0,42,0,0
26,1,6,6,0
49,1,5,1,0
75,1,43,0,1
30,0,8,10,1
34,0,15,0,0
33,0,4,7,0
60,1,4,2,0
29,1,3,10,0
45,0,11,5,0
55,0,11,2,0
56,1,17,2,1
60,0,40,5,1
71,1,20,4,0
41,0,15,0,0
58,1,23,4,0
75,0,52,8,0
79,1,42,6,0
73,0,38,9,0
83,1,23,3,0
52,0,33,6,0
48,1,7,2,0
34,1,5,1,0
51,0,33,10,1
39,1,16,9,0
58,1,37,6,0
65,0,34,7,1
79,0,22,2,0
40,1,1,3,0
85,0,10,1,1
59,0,21,7,0
59,0,2,8,0
39,0,17,9,0
19,1,0,3,0
27,1,6,0,0
55,1,9,8,1
24,1,2,1,0
24,1,5,5,0
52,0,8,7,0
85,0,27,3,1
64,0,43,10,0
74,0,24,8,0
33,1,15,4,0
41,0,2,1,0
72,1,51,5,1
35,1,0,10,0
31,0,5,4,0
38,1,16,10,0
74,0,40,4,1
79,1,18,5,0
27,1,0,5,0
48,1,5,0,0
82,1,33,3,0
60,0,26,7,0
41,1,10,2,1
74,0,55,7,1
75,1,31,6,1
31,1,10,1,0
18,0,0,1,0
84,0,33,3,1
19,0,0,5,0
74,0,41,7,0
32,1,11,1,1
46,0,5,4,0
75,1,39,4,0
69,0,30,3,0
43,0,2,3,0
58,0,2,5,0
82,0,39,2,0
69,1,47,4,0
59,0,8,1,0
69,1,3,0,1
66,1,7,9,0
34,1,15,4,1
68,0,41,9,0
26,0,5,7,0
37,0,18,6,0
59,1,20,3,0
80,0,42,5,0
81,0,1,4,0
65,0,32,3,0
36,0,13,0,0
20,1,0,9,1
32,0,3,10,0
31,0,12,1,0
41,1,16,9,0
48,1,10,5,0
26,1,3,8,0
83,1,46,6,0
61,0,40,2,1
37,1,19,8,0
19,0,0,3,0
76,0,3,1,0
21,1,2,4,0
84,1,64,4,0
62,0,4,5,0
42,1,16,1,0
24,0,0,10,0
79,0,36,6,0
60,1,36,10,1
46,1,26,3,1
28,0,9,8,0
84,0,7,9,0
24,0,4,3,0
26,0,2,0,0
64,0,19,3,0
63,1,8,2,0
58,0,40,0,1
48,0,25,4,0
37,1,12,2,1
21,0,3,2,1
23,0,3,2,0
58,0,28,1,0
35,0,11,10,0
36,1,12,3,0
60,1,18,9,0
75,0,52,4,1
41,0,21,8,0
62,1,39,3,0
37,0,16,7,1
51,0,28,3,0
21,1,0,7,0
45,0,4,0,0
73,0,35,5,0
35,0,8,4,0
50,0,13,9,0
24,0,3,9,0
70,0,32,9,0
18,1,0,5,0
41,0,21,9,1
34,0,9,8,0
44,1,9,2,0
35,0,16,1,0
24,1,4,6,0
23,1,3,10,1
61,0,41,6,0
84,1,0,10,0
79,0,12,5,0
36,0,0,6,0
66,1,24,10,1
85,0,44,0,1
72,0,48,8,0
52,1,16,6,0
39,0,16,9,0
34,0,7,3,0
68,1,38,6,0
41,0,2,6,0
63,1,36,4,0
43,1,16,6,0
46,1,18,3,0
38,1,15,4,1
79,1,48,0,0
21,1,1,0,1
32,1,12,3,1
81,1,26,9,0
50,1,31,3,0
36,1,8,4,0
41,0,6,0,0
38,0,3,7,0
73,0,47,3,0
72,1,41,9,0
23,0,1,3,0
28,1,9,6,0
83,1,26,4,0
85,0,26,8,0
63,1,32,7,0
66,0,10,8,0
74,0,26,7,0
25,0,5,8,0
32,1,10,2,0
66,1,8,1,0
40,1,13,6,0
36,1,10,3,0
50,0,19,5,0
18,0,0,8,1
84,1,51,8,0
46,0,17,4,0
45,1,22,7,0
63,1,1,9,0
51,1,26,6,0
75,0,49,5,0
18,0,0,1,1
33,1,13,6,1
53,0,6,10,0
45,1,1,3,0
62,1,39,5,0
77,1,50,7,0
21,1,2,5,0
44,1,3,4,0
25,0,3,6,0
28,1,9,5,1
18,1,0,2,0
73,0,37,7,0
73,0,0,1,0
83,0,65,9,0
59,1,41,0,0
36,0,10,7,0
73,0,12,3,0
52,1,29,0,1
37,0,18,8,0
67,1,33,10,0
53,1,29,6,0
75,1,47,2,0
42,1,4,9,0
45,1,11,7,1
35,1,0,4,0
70,1,46,1,0
69,0,35,0,1
31,1,6,8,0
55,1,34,1,0
38,0,2,8,0
18,0,0,1,0
26,1,5,5,1
49,1,3,0,0
66,0,14,7,0
46,1,23,6,0
56,1,18,0,0
52,0,32,4,1
21,0,0,8,0
69,0,46,7,0
35,1,4,5,0
57,0,18,8,0
71,0,30,10,0
78,0,32,7,0
65,0,2,6,0
28,0,7,9,0
63,1,32,6,1
63,0,2,3,0
33,1,8,6,0
80,1,19,7,0
74,0,49,8,0
46,0,0,0,0
53,0,5,10,0
35,0,8,10,0
30,0,4,3,1
53,1,34,4,1
26,0,6,5,0
29,0,9,7,0
44,0,22,1,0
20,1,0,5,0
33,0,5,5,0
27,0,8,9,1
22,1,4,1,0
51,1,1,4,0
47,0,7,5,0
53,1,32,7,0
29,0,2,4,0
56,0,35,2,0
84,1,1,3,0
45,0,18,2,0
52,1,6,5,0
60,0,28,10,0
67,1,28,0,0
83,0,44,3,1
77,1,28,5,1
33,1,7,3,1
78,1,50,4,0
28,1,4,6,0
37,1,3,7,0
68,1,25,8,1
37,1,0,4,1
24,1,4,0,0
75,1,47,8,0
58,1,18,10,0
70,0,28,5,1
20,0,1,9,0
59,1,35,0,0
63,0,25,2,0
31,1,13,4,0
83,0,9,6,0
62,0,27,7,0
70,1,26,7,0
29,0,7,8,1
69,0,42,9,1
53,1,19,0,0
20,0,0,4,1
66,0,46,7,0
32,0,1,9,0
48,0,5,2,0
34,1,2,7,0
18,1,0,10,0
76,1,46,0,1
72,0,44,2,1
66,0,5,4,0
47,0,16,4,0
21,1,0,7,1
53,0,13,1,1
35,1,3,3,1
52,1,1,3,0
63,1,10,9,1
44,0,11,8,0
23,0,4,8,0
36,1,12,2,0
50,0,12,4,1
47,1,14,4,0
61,0,7,4,1
25,1,3,5,0
19,1,0,6,0
76,1,47,3,0
30,1,10,5,1
29,0,5,10,0
35,0,7,10,0
66,1,18,9,0
31,1,4,0,0
33,1,3,0,0
49,0,13,6,0
21,1,1,5,0
26,0,5,5,0
74,0,11,0,0
41,0,22,9,0
25,1,5,1,1
49,1,6,0,0
19,0,1,8,0
22,1,4,1,0
45,1,11,7,0
30,0,6,9,0
40,1,6,7,0
46,1,9,10,1
42,0,8,1,0
66,1,42,1,0
64,1,0,0,1
77,0,47,5,0
73,0,37,1,0
23,1,4,10,0
31,0,0,7,1
82,1,11,10,1
81,0,22,4,0
68,1,1,7,0
79,0,13,10,0
60,1,14,4,0
45,1,3,10,0
79,0,37,1,0
51,0,21,7,1
71,0,14,6,0
66,1,9,4,0
81,0,50,5,0
44,1,18,5,0
44,1,20,4,0
36,1,10,4,0
69,1,39,5,0
50,1,15,7,0
74,0,21,7,0
55,1,35,4,1
78,1,48,6,0
40,0,11,8,0
61,1,22,8,0
36,0,4,1,0
85,0,5,6,0
50,1,15,2,0
39,1,17,6,0
60,0,11,1,0
79,0,21,3,0
54,1,6,2,0
81,0,9,0,0
83,1,57,2,0
70,0,5,7,0
82,0,60,8,0
60,0,10,3,0
55,1,34,7,0
36,0,4,4,0
60,0,12,9,0
61,0,14,8,0
23,1,1,0,0
33,0,14,0,0
25,1,5,7,0
66,1,13,6,0
42,0,4,10,0
81,0,23,6,1
41,1,2,6,1
55,0,24,9,0
84,1,56,1,0
20,1,2,0,1
75,1,43,6,0
46,1,3,1,0
77,0,2,0,0
73,0,3,10,0
66,0,29,10,0
50,0,1,3,1
81,1,5,7,1
78,1,5,5,0
81,0,18,2,0
32,1,6,6,0
79,1,17,1,0
20,1,1,1,0
30,0,12,7,1
21,0,3,6,0
30,0,11,9,0
68,1,41,4,0
53,1,2,8,0
28,0,7,4,0
25,0,3,3,0
55,1,7,9,0
40,1,10,9,0
81,0,28,0,0
80,0,37,6,1
66,1,17,1,1
74,0,38,3,0
30,0,5,7,1
65,1,5,4,0
36,0,11,3,0
51,0,28,0,0
35,1,3,10,0
62,1,13,8,1
39,1,13,4,1
69,0,20,0,0
44,1,13,6,0
72,0,33,0,0
19,1,1,0,0
42,1,13,0,0
54,0,16,5,1
55,1,15,9,0
39,0,14,7,0
66,1,12,9,1
28,0,9,4,1
59,1,27,5,0
53,0,7,2,0
23,0,5,4,1
45,1,18,5,0
51,0,27,6,0
40,0,12,7,1
28,1,4,0,0
22,0,2,5,1
38,1,7,3,1
30,1,5,5,0
73,1,45,9,0
30,0,2,1,0
58,0,35,8,1
48,0,27,6,0
77,0,42,1,0
41,0,12,5,0
62,1,2,0,0
77,0,0,1,0
82,0,53,6,0
42,0,0,1,1
66,0,28,0,0
39,0,21,2,0
57,0,5,6,0
37,1,2,3,0
67,1,30,9,0
66,1,20,4,0
44,0,17,6,0
62,0,8,3,1
54,1,3,6,0
25,1,0,1,1
42,0,11,4,0
25,1,1,8,0
44,1,2,3,1
69,1,28,4,0
43,0,1,2,0
20,0,2,3,0
51,1,14,0,0
57,1,12,9,0
29,0,3,10,0
81,0,15,10,1
37,0,4,9,0
36,0,18,6,0
18,0,0,9,0
71,0,36,4,0
81,1,11,10,0
20,1,2,4,0
46,0,3,5,0
41,0,1,6,0
30,1,3,7,0
67,1,26,1,0
71,1,7,8,0
49,1,5,10,0
45,1,7,10,0
37,1,2,4,1
60,1,32,2,0
57,1,0,10,0
77,0,34,10,1
40,1,0,2,1
73,1,35,2,0
44,1,16,10,1
44,1,17,4,0
38,1,19,7,1
18,1,0,2,0
23,0,2,8,1
83,0,54,9,0
33,0,5,0,1
40,1,10,0,0
65,0,47,1,0
21,1,2,7,0
52,0,13,4,0
24,0,5,7,0
58,1,27,5,0
72,0,45,9,0
59,1,37,6,0
49,1,22,5,0
74,0,37,6,0
47,0,2,9,0
32,0,3,6,1
57,0,18,8,0
42,0,8,5,0
68,0,20,1,1
70,1,52,4,0
43,0,20,5,0
29,0,3,4,1
71,1,44,4,1
50,0,12,7,0
81,1,24,6,0
20,1,1,9,0
67,0,31,10,0
66,0,2,6,1
40,0,13,3,0
19,1,1,3,0
75,0,28,0,1
72,1,20,7,0
83,1,15,6,0
44,0,21,1,1
73,0,6,7,0
63,0,12,10,1
69,1,15,9,0
52,1,20,0,0
56,1,27,3,1
45,0,14,9,0
41,0,18,3,0
56,0,6,2,0
41,1,7,6,0
84,1,13,7,0
48,1,9,6,0
52,1,29,0,1
81,0,34,4,0
45,0,7,0,0
21,0,0,2,1
47,1,17,4,0
53,0,1,3,0
20,1,1,7,0
34,1,1,9,0
33,0,6,6,0
46,1,22,4,0
44,1,8,4,0
51,1,31,10,0
26,1,2,6,0
43,0,8,4,0
44,0,3,7,1
59,1,41,7,0
36,1,9,0,0
23,1,1,3,0
60,0,24,0,0
81,0,42,6,1
76,1,47,2,0
76,1,19,9,0
37,0,14,6,0
54,1,29,0,1
30,0,4,8,0
60,1,5,5,0
50,1,7,2,0
33,1,0,5,0
19,1,1,4,0
68,1,26,0,0
56,0,13,4,0
59,1,27,2,0
42,0,17,7,1
84,1,58,3,0
29,0,7,10,0
80,0,20,0,1
24,0,6,9,1
62,1,14,8,0
24,1,2,7,0
72,1,5,0,1
62,1,16,3,0
31,0,10,3,0
85,1,4,0,1
28,0,0,10,0
60,1,19,5,0
47,1,26,0,0
73,0,43,10,0
19,0,1,3,0
50,1,20,2,0
33,0,2,6,0
24,1,0,4,1
32,0,0,6,0
44,0,2,6,0
35,0,6,1,0
37,1,8,6,0
19,0,0,8,0
40,0,10,8,0
76,1,42,7,1
34,1,1,2,0
47,1,8,7,0
20,0,0,1,0
78,0,2,7,1
59,0,12,3,1
46,0,13,8,0
20,0,1,4,0
70,1,11,3,1
82,1,29,1,0
79,0,34,6,0
34,1,4,3,0
18,1,0,10,0
83,1,33,6,1
55,1,17,5,1
41,1,23,7,0
27,0,5,9,0
64,0,46,6,0
59,1,32,9,1
37,0,11,4,0
73,1,20,3,0
44,1,1,4,0
71,0,51,6,0
27,0,6,4,0
80,1,23,9,0
63,0,13,6,1
29,1,11,7,0
24,1,6,10,1
70,0,8,7,0
62,0,29,5,0
62,1,17,3,1
56,1,15,8,0
58,1,29,9,1
68,1,12,3,1
60,1,17,1,0
63,0,5,9,0
68,0,15,4,0
79,0,11,3,0
50,0,13,2,1
40,0,10,10,0
66,0,43,8,0
59,1,5,5,1
58,0,15,9,0
79,1,14,2,0
29,0,6,5,0
80,0,33,6,1
56,1,2,0,1
24,0,6,8,1
36,1,12,5,1
18,1,0,7,0
60,1,32,0,0
82,0,39,7,0
41,0,4,7,0
19,0,1,5,0
60,1,21,7,0
29,0,2,3,0
84,1,30,1,0
36,1,17,8,1
41,0,23,5,0
60,1,26,10,1
23,0,4,7,0
50,0,19,5,1
61,1,0,1,0
85,0,26,6,0
84,0,47,1,0
54,1,0,3,0
38,1,15,5,1
69,0,30,5,0
61,1,4,9,0
51,1,6,5,0
47,0,1,2,1
66,1,37,9,0
53,1,20,10,0
81,1,58,5,0
53,1,0,5,0
18,0,0,10,0
73,0,41,6,0
40,1,10,5,0
35,1,10,8,0
79,1,4,2,1
83,1,51,10,0
84,1,3,8,0
68,1,26,10,0
36,0,17,0,0
80,0,17,7,0
50,1,8,0,0
74,1,44,5,0
61,0,18,4,0
67,1,13,0,0
19,0,1,0,0
60,0,8,6,0
77,1,14,7,0
78,0,1,8,0
29,0,1,4,0
80,0,27,9,0
53,0,14,9,0
26,1,7,0,1
34,1,3,2,0
30,1,0,2,0
50,0,32,10,1
45,1,12,8,0
74,1,50,2,0
22,1,0,8,1
43,1,10,10,0
75,0,7,3,0
63,1,23,2,0
34,1,9,6,1
66,0,2,1,0
36,0,1,4,0
44,0,16,5,0
62,0,0,4,1
38,1,1,7,0
41,1,16,9,0
24,1,5,9,0
49,1,2,1,0
79,1,7,4,0
64,1,16,3,0
78,1,53,6,0
30,0,12,6,0
63,0,6,7,0
38,1,17,5,0
49,1,8,7,1
71,0,28,5,0
31,0,0,10,0
25,1,7,7,0
78,1,43,6,1
60,1,36,6,0
81,1,6,2,1
23,0,2,10,1
84,1,37,9,1
63,1,27,6,0
52,1,3,9,0
63,1,22,2,0
30,0,9,1,1
22,0,2,3,0
43,0,9,1,0
31,1,13,4,0
45,1,20,6,1
49,1,6,7,0
48,0,9,8,0
69,1,29,7,0
35,1,9,1,0
44,0,3,6,0
35,1,12,4,1
36,0,13,7,0
70,0,34,6,1
42,0,0,5,0
41,1,11,9,0
76,1,26,5,0
51,1,25,4,1
70,1,8,9,0
59,0,20,10,0
21,1,0,8,0
73,0,45,1,0
56,0,34,8,0
66,0,40,4,0
84,1,65,8,0
33,0,0,1,0
76,0,29,0,0
85,1,62,8,0
53,1,27,8,0
40,1,9,6,1
74,1,47,1,0
22,0,3,7,1
64,1,21,4,0
52,0,28,9,0
76,0,8,5,0
73,1,39,4,1
56,1,11,3,0
34,0,7,5,0
34,1,8,3,0
57,1,10,6,0
54,0,5,7,0
45,0,4,0,0
61,0,11,10,0
78,1,55,0,0
40,1,16,10,0
68,1,20,0,0
33,0,12,6,0
61,1,6,4,0
63,0,5,10,0
23,0,4,7,0
49,1,4,1,0
68,0,39,10,0
70,1,3,3,0
51,0,0,9,0
76,1,17,4,0
42,1,0,9,0
68,1,27,7,0
79,0,39,0,1
48,1,19,4,0
73,1,22,0,1
72,0,2,4,0
46,1,27,5,0
49,0,14,5,0
58,0,36,6,1
24,0,1,4,1
53,1,20,6,0
35,1,12,0,0
40,0,19,5,0
39,1,9,8,0
50,0,3,0,0
29,1,8,5,0
39,1,2,5,0
45,0,6,8,0
35,1,5,1,0
32,1,5,6,0
68,0,39,8,0
37,1,10,0,0
38,1,6,3,0
62,1,20,9,0
74,1,36,5,0
61,1,34,6,1
64,0,5,0,0
61,1,36,2,0
35,1,12,10,1
26,1,0,0,0
22,1,0,0,0
42,0,4,1,0
28,0,6,7,0
21,1,3,7,0
36,0,5,7,0
24,1,1,0,0
39,1,1,9,0
46,0,5,10,1
75,1,37,4,1
42,0,9,4,0
62,1,29,5,1
27,0,0,6,0
83,0,43,6,0
38,0,3,3,0
26,1,8,1,0
80,1,9,9,1
52,1,15,10,0
74,1,55,5,0
85,0,18,9,0
79,1,29,1,0
83,0,40,5,0
30,1,12,2,0
47,1,1,8,0
63,1,11,3,0
42,1,3,6,0
27,1,1,4,0
20,1,0,9,1
33,0,2,8,0
48,0,23,8,0
30,1,7,0,0
25,1,1,3,1
64,1,24,0,0
32,1,2,4,1
71,0,33,3,0
51,0,18,1,0
53,1,15,1,0
27,0,6,2,0
39,1,10,2,0
42,0,1,5,0
70,0,17,4,1
73,0,17,1,0
59,1,9,4,1
61,0,41,5,0
70,0,51,5,0
58,1,30,2,0
76,0,50,1,0
54,1,21,10,0
40,0,12,7,0
49,1,29,3,0
81,0,50,9,0
54,0,19,2,1
79,1,17,5,0
44,0,24,6,1
62,1,40,10,0
83,0,27,4,0
77,1,32,8,0
67,0,28,6,0
65,0,42,7,1
80,0,58,3,0
76,1,54,1,0
56,0,6,0,1
68,1,44,2,0
39,0,4,7,0
41,1,8,3,0
30,0,4,9,0
82,0,5,6,0
28,0,10,5,0
60,1,28,8,0
21,0,1,5,0
74,1,26,9,0
18,0,0,2,0
55,0,29,9,0
52,0,24,7,1
46,1,27,7,0
47,1,9,6,0
84,1,21,10,0
62,1,35,2,0
85,0,51,5,0
31,1,12,6,1
48,0,7,10,1
68,0,12,7,1
78,0,9,5,0
35,0,0,9,0
74,1,11,1,0
59,1,39,5,0
29,0,11,1,0
53,0,10,0,1
27,0,4,5,0
38,0,12,7,1
37,1,4,5,1
71,0,12,10,0
53,0,30,2,0
41,0,3,10,1
72,1,40,1,0
82,0,25,9,1
71,0,45,5,0
38,0,10,4,0
30,1,6,0,1
75,0,12,3,1
58,1,26,9,1
83,0,5,2,1
68,1,17,7,0
19,0,0,2,0
46,1,28,2,0
18,1,0,10,0
43,1,11,10,0
47,0,12,1,0
56,0,29,1,1
26,1,4,9,0
62,0,33,0,0
56,1,0,7,1
52,0,6,10,0
82,1,38,6,0
80,0,28,3,0
50,0,26,4,0
72,0,28,0,1
73,1,11,6,0
85,0,67,10,0
31,0,2,4,0
66,1,46,1,0
55,1,11,1,0
43,0,20,4,0
46,1,15,7,0
78,1,31,9,0
64,0,39,8,0
30,1,5,3,0
69,0,44,5,1
33,0,15,1,0
26,1,2,1,0
44,1,13,8,0
72,1,42,5,1
85,1,56,1,0
42,0,11,1,0
51,1,23,3,0
54,0,15,2,1
77,0,22,10,0
20,0,0,8,0
39,0,21,9,0
85,0,16,2,0
41,0,3,5,0
30,1,12,3,0
35,0,8,1,0
65,1,25,9,0
85,1,66,2,0
47,1,9,8,0
18,0,0,6,0
18,0,0,5,0
42,1,19,5,0
85,0,11,7,1
42,0,1,9,0
44,0,22,4,0
37,1,6,9,0
85,1,30,9,0
21,0,2,3,0
36,0,18,10,0
44,0,18,4,0
26,0,0,5,0
67,1,9,2,0
32,1,6,4,1
72,1,22,10,0
75,1,3,0,0
22,0,2,1,0
42,0,16,7,0
50,1,10,10,0
27,0,4,0,0
48,0,1,2,0
53,1,26,1,0
67,0,41,10,0
48,0,29,8,0
25,0,0,1,0
44,1,26,0,1
27,1,8,8,0
83,1,36,8,0
48,1,2,8,0
33,0,8,8,0
74,0,13,8,0
80,0,0,4,0
18,1,0,4,0
84,1,23,10,1
51,0,20,5,0
44,0,5,0,0
29,1,1,6,0
83,1,22,0,0
65,0,14,5,0
37,1,17,9,0
63,1,14,10,0
55,1,33,0,0
29,1,11,4,1
63,1,42,0,1
59,1,29,3,1
70,0,51,9,0
57,0,22,0,0
74,0,31,9,0
18,1,0,3,0
19,1,1,8,1
42,1,14,10,0
82,0,38,8,0
22,1,3,10,0
51,1,8,4,0
53,1,21,10,0
18,1,0,0,0
30,0,8,9,0
69,1,41,9,0
41,1,23,0,0
60,0,21,7,0
18,0,0,3,0
78,0,20,7,0
71,0,53,5,0
45,0,21,2,0
73,1,20,10,0
81,1,56,4,1
41,1,12,5,1
68,1,5,5,0
25,1,1,3,0
41,1,20,1,0
49,1,5,7,1
73,1,45,2,0
52,0,3,2,0
42,1,17,4,0
84,1,30,5,0
49,0,26,10,0
62,1,20,7,0
20,0,0,0,0
69,1,0,7,0
36,1,7,4,0
63,1,26,5,0
56,1,15,6,1
80,0,52,3,0
76,1,24,3,0
67,0,20,9,0
65,1,3,1,0
25,0,4,7,0
37,0,4,4,0
46,1,12,0,0
41,1,13,4,0
27,1,5,1,0
23,1,5,2,0
46,0,27,1,1
25,0,2,0,1
51,0,26,10,0
58,0,33,1,0
28,1,0,3,1
61,0,2,0,0
82,1,0,8,0
29,1,4,8,0
18,0,0,3,0
35,1,10,9,0
83,0,27,5,0
42,1,5,6,0
73,0,49,5,0
22,1,2,7,1
81,0,44,9,0
68,0,45,0,0
22,0,4,9,0
69,1,7,6,1
82,1,52,10,0
31,1,12,5,0
85,0,43,8,1
48,0,30,1,0
37,1,7,10,0
56,1,7,2,0
30,0,9,4,0
25,0,2,7,0
28,1,6,8,1
68,1,50,9,0
30,0,2,8,1
81,0,53,6,0
78,1,5,3,0
20,1,0,2,0
78,0,34,4,0
51,0,23,6,0
70,0,32,7,0
46,0,13,8,0
69,0,47,6,0
46,0,16,5,0
79,1,61,4,0
84,1,46,2,1
71,1,48,3,0
19,1,0,6,0
52,0,28,10,1
60,1,14,3,0
23,1,2,6,0
33,1,9,0,1
19,0,1,0,0
66,1,32,8,0
60,0,25,2,0
48,0,3,0,0
22,1,4,10,0
73,0,45,1,0
76,1,11,6,0
60,1,32,4,1
47,0,15,5,0
65,0,18,1,0
72,1,29,6,1
48,1,26,9,0
60,1,6,10,0
55,1,15,5,0
19,0,0,0,0
32,1,1,2,0
20,0,2,6,0
84,1,57,4,0
19,0,1,8,0
71,1,53,10,0
53,0,14,1,0
26,1,2,7,0
71,1,17,3,0
60,1,5,6,0
65,1,31,6,0
31,1,8,3,1
71,1,22,9,0
85,1,7,3,0
32,0,1,0,1
52,1,14,6,0
31,1,11,10,0
53,1,10,1,0
50,0,29,4,0
60,0,17,2,0
23,0,1,8,0
70,0,42,5,1
32,0,7,10,0
32,1,14,7,0
54,0,4,2,0
67,0,3,0,0
51,1,10,9,0
67,0,8,3,0
83,1,26,4,0
49,0,10,9,0
81,1,15,4,1
32,1,7,5,0
33,0,6,7,0
70,0,23,4,0
82,1,22,6,0
19,0,0,6,0
