id,type,brand,car_spaces,passengers,antiquity,drive_permission,electric
1814,Without_carnet,Aixam,1,1,22,0,0
1815,Car,Bugatti,2,2,11,1,0
1816,Lorry,Iveco,3,1,5,1,0
1817,Tractor,Lanz Bulldog,2,2,26,1,0
1818,Without_carnet,Aixam,1,1,17,0,1
1819,Motorbyke,Harley Davidson,2,1,14,1,0
1820,Van,Fiat,7,5,20,1,0
1821,Car,Bugatti,2,1,6,1,0
1822,Van,Fiat,8,7,10,1,0
1823,Car,KIA,2,2,28,1,0
1824,Motorbyke,Harley Davidson,1,1,7,1,0
1825,Without_carnet,Ligier,1,1,28,0,0
1826,Tractor,Ford,2,1,18,1,0
1827,Car,Acura,3,1,21,1,1
1828,Lorry,Pegaso,3,2,12,1,0
1829,Lorry,Volvo,3,1,23,1,0
1830,Tractor,Massey Ferguson,2,1,25,1,0
1831,Car,Cadillac,4,4,14,1,0
1832,Without_carnet,Microcar,1,1,8,0,0
1833,Lorry,Volvo,3,3,19,1,0
1834,Motorbyke,Yamaha,1,1,11,1,0
1835,Motorbyke,Kawasaki,2,2,10,1,1
1836,Tractor,Claas,2,1,25,1,0
1837,Motorbyke,Derbi,1,1,29,1,0
1838,Van,Seat,6,6,11,1,0
1839,Lorry,Mercedes-Benz,3,3,28,1,0
1840,Van,Opel,8,6,6,1,0
1841,Tractor,Claas,1,1,17,1,0
1842,Car,Fiat,4,1,23,1,0
1843,Car,Lamborgini,4,3,22,1,0
1844,Car,Hyunday,4,1,8,1,0
1845,Van,Opel,8,8,18,1,0
1846,Without_carnet,Ligier,2,2,23,0,0
1847,Van,Citroen,6,6,23,1,0
1848,Tractor,Fendt,1,1,20,1,0
1849,Lorry,Agrale,3,2,12,1,0
1850,Without_carnet,Microcar,2,1,4,0,0
1851,Van,Opel,7,5,5,1,0
1852,Van,Peugeot,8,5,12,1,1
1853,Without_carnet,Microcar,2,2,19,0,0
1854,Car,Tesla,5,5,0,1,0
1855,Lorry,Volvo,3,1,8,1,0
1856,Without_carnet,Ligier,2,2,9,0,0
1857,Car,McLaren,2,2,12,1,0
1858,Van,Iveco,8,8,19,1,0
1859,Without_carnet,Chatenet,1,1,2,0,0
1860,Van,Renault,5,5,23,1,0
1861,Lorry,Mercedes-Benz,3,2,12,1,0
1862,Motorbyke,Harley Davidson,1,1,23,1,0
1863,Without_carnet,Aixam,2,1,17,0,0
1864,Car,Peugeot,5,1,13,1,0
1865,Motorbyke,Aprilia,1,1,14,1,0
1866,Tractor,Fendt,1,1,8,1,0
1867,Motorbyke,Derbi,2,1,29,1,0
1868,Tractor,John Deere,2,1,22,1,0
1869,Without_carnet,Aixam,1,1,29,0,0
1870,Car,Porsche,3,2,30,1,0
1871,Lorry,Mercedes-Benz,3,2,13,1,0
1872,Car,Pagani,5,1,21,1,0
1873,Motorbyke,Vespa,2,2,23,1,0
1874,Car,Chevrolet,2,2,3,1,0
1875,Motorbyke,Ducati,2,1,17,1,0
1876,Motorbyke,Aprilia,2,1,23,1,0
1877,Lorry,Pegaso,3,3,17,1,0
1878,Without_carnet,Aixam,1,1,23,0,0
1879,Tractor,Lanz Bulldog,1,1,11,1,0
1880,Van,Volkswagen,8,6,20,1,0
1881,Car,Audi,3,1,18,1,0
1882,Tractor,Ford,1,1,9,1,0
1883,Van,Iveco,7,5,18,1,0
1884,Van,Dacia,6,5,6,1,0
1885,Without_carnet,Aixam,1,1,27,0,0
1886,Motorbyke,KTM,2,1,26,1,0
1887,Van,Iveco,6,5,29,1,0
1888,Tractor,Deutz,1,1,7,1,0
1889,Van,Renault,7,7,3,1,0
1890,Van,Mercedes-Benz,7,5,28,1,0
1891,Car,Lamborgini,5,5,20,1,0
1892,Motorbyke,Derbi,2,2,9,1,0
1893,Car,Jaguar,5,3,10,1,0
1894,Motorbyke,Ducati,1,1,10,1,0
1895,Car,Mazda,3,1,28,1,0
1896,Without_carnet,Aixam,2,1,1,0,0
1897,Van,Citroen,6,5,5,1,0
1898,Tractor,New Holland,1,1,5,1,1
1899,Car,Jaguar,4,3,6,1,0
1900,Van,Mercedes-Benz,6,6,23,1,0
1901,Without_carnet,Microcar,2,1,4,0,0
1902,Van,Seat,6,6,12,1,0
1903,Van,Iveco,6,6,5,1,0
1904,Lorry,Volvo,3,2,14,1,0
1905,Motorbyke,Kawasaki,1,1,29,1,0
1906,Motorbyke,Ducati,2,2,5,1,0
1907,Tractor,Valtra,1,1,13,1,0
1908,Lorry,Pegaso,3,3,20,1,0
1909,Tractor,Valtra,2,1,28,1,0
1910,Lorry,Pegaso,3,3,13,1,0
1911,Van,Iveco,6,6,17,1,0
1912,Tractor,Claas,1,1,6,1,0
1913,Motorbyke,Kawasaki,2,2,20,1,1
1914,Lorry,Agrale,3,3,4,1,1
1915,Tractor,New Holland,2,2,9,1,0
1916,Tractor,Lanz Bulldog,1,1,29,1,0
1917,Motorbyke,Derbi,2,1,24,1,0
1918,Tractor,John Deere,1,1,11,1,0
1919,Car,Acura,2,2,17,1,0
1920,Lorry,Pegaso,3,2,26,1,0
1921,Lorry,Pegaso,3,2,24,1,0
1922,Lorry,Agrale,3,3,28,1,1
1923,Van,Renault,6,5,19,1,0
1924,Without_carnet,Chatenet,2,1,21,0,1
1925,Tractor,Massey Ferguson,1,1,18,1,0
1926,Lorry,Volvo,3,2,18,1,1
1927,Tractor,Lanz Bulldog,1,1,1,1,0
1928,Motorbyke,Derbi,2,2,22,1,0
1929,Lorry,Pegaso,3,3,19,1,0
1930,Car,Mercedes-Benz,3,3,21,1,1
1931,Motorbyke,Vespa,1,1,5,1,0
1932,Car,Bugatti,5,2,15,1,0
1933,Van,Volkswagen,7,5,9,1,0
1934,Lorry,Volvo,3,2,8,1,0
1935,Lorry,Volvo,3,3,3,1,1
1936,Lorry,Mercedes-Benz,3,1,18,1,0
1937,Lorry,Mercedes-Benz,3,1,16,1,0
1938,Van,Mercedes-Benz,8,6,6,1,0
1939,Van,Seat,6,5,24,1,0
1940,Lorry,Volvo,3,2,18,1,0
1941,Without_carnet,Microcar,2,1,29,0,0
1942,Motorbyke,Ducati,1,1,5,1,0
1943,Car,KIA,2,2,14,1,0
1944,Van,Iveco,8,8,2,1,0
1945,Lorry,Volvo,3,3,17,1,0
1946,Car,Suzuki,3,1,13,1,0
1947,Van,Ford,8,8,21,1,0
1948,Lorry,Pegaso,3,3,16,1,0
1949,Van,Volkswagen,8,7,5,1,0
1950,Without_carnet,Aixam,1,1,3,0,0
1951,Van,Nissan,8,6,10,1,0
1952,Lorry,Agrale,3,1,9,1,0
1953,Lorry,Pegaso,3,3,18,1,0
1954,Van,Toyota,5,5,27,1,1
1955,Without_carnet,Aixam,2,2,20,0,0
1956,Lorry,Iveco,3,3,8,1,0
1957,Lorry,Volvo,3,1,10,1,0
1958,Motorbyke,Derbi,1,1,15,1,0
1959,Tractor,Massey Ferguson,2,2,4,1,0
1960,Car,Toyota,5,2,16,1,0
1961,Lorry,Volvo,3,3,29,1,0
1962,Car,Fiat,4,4,29,1,0
1963,Car,Cadillac,3,2,24,1,0
1964,Lorry,Agrale,3,2,22,1,0
1965,Without_carnet,Aixam,2,2,18,0,0
1966,Without_carnet,Aixam,1,1,19,0,0
1967,Without_carnet,Microcar,1,1,13,0,0
1968,Tractor,Lanz Bulldog,1,1,14,1,0
1969,Tractor,Claas,2,2,1,1,0
1970,Motorbyke,Harley Davidson,2,2,27,1,1
1971,Tractor,Ford,2,2,18,1,0
1972,Tractor,Case,2,1,7,1,0
1973,Motorbyke,KTM,2,1,14,1,0
1974,Tractor,Claas,2,2,29,1,0
1975,Car,KIA,5,1,14,1,0
1976,Lorry,Iveco,3,2,6,1,0
1977,Lorry,Agrale,3,2,21,1,0
1978,Motorbyke,Harley Davidson,1,1,18,1,0
1979,Van,Fiat,8,6,0,1,0
1980,Without_carnet,Microcar,1,1,6,0,0
1981,Car,Aston Martin,2,1,29,1,0
1982,Car,Aston Martin,2,2,18,1,0
1983,Tractor,Massey Ferguson,1,1,12,1,0
1984,Motorbyke,Harley Davidson,1,1,20,1,0
1985,Car,Mitsubishi,3,2,5,1,0
1986,Tractor,Deutz,2,1,8,1,1
1987,Tractor,Massey Ferguson,1,1,9,1,0
1988,Car,Toyota,4,1,17,1,0
1989,Lorry,Pegaso,3,2,3,1,0
1990,Car,Jaguar,2,1,30,1,0
1991,Without_carnet,Ligier,2,2,28,0,0
1992,Motorbyke,Yamaha,2,2,5,1,0
1993,Motorbyke,Kawasaki,1,1,5,1,0
1994,Without_carnet,Ligier,1,1,29,0,0
1995,Tractor,New Holland,2,2,0,1,0
1996,Motorbyke,Vespa,1,1,29,1,0
1997,Van,Peugeot,7,6,8,1,0
1998,Lorry,Mercedes-Benz,3,3,1,1,0
1999,Car,Subaru,2,1,24,1,0
2000,Tractor,Massey Ferguson,1,1,15,1,0
2001,Without_carnet,Ligier,2,1,29,0,0
2002,Without_carnet,Ligier,1,1,5,0,1
2003,Car,Bugatti,5,4,8,1,0
2004,Car,Mazda,4,3,11,1,0
2005,Motorbyke,Harley Davidson,2,1,18,1,0
2006,Car,Suzuki,3,2,14,1,0
2007,Van,Renault,6,6,29,1,0
2008,Without_carnet,Ligier,1,1,9,0,0
2009,Car,Chrysler,3,2,22,1,0
2010,Tractor,New Holland,1,1,16,1,1
2011,Motorbyke,Derbi,1,1,17,1,0
2012,Tractor,Fendt,1,1,21,1,0
2013,Without_carnet,Chatenet,1,1,14,0,0
2014,Car,Acura,3,1,3,1,0
2015,Van,Citroen,6,6,23,1,0
2016,Tractor,Lanz Bulldog,2,1,13,1,0
2017,Without_carnet,Microcar,2,1,18,0,0
2018,Tractor,Ford,1,1,4,1,0
2019,Lorry,Pegaso,3,3,7,1,0
2020,Van,Renault,7,5,25,1,0
2021,Lorry,Volvo,3,3,27,1,0
2022,Lorry,Iveco,3,3,19,1,0
2023,Motorbyke,Ducati,2,2,14,1,0
2024,Tractor,Lanz Bulldog,1,1,18,1,0
2025,Tractor,Lanz Bulldog,2,1,20,1,0
2026,Tractor,Claas,1,1,9,1,0
2027,Car,Aston Martin,3,1,19,1,1
2028,Car,Citroen,4,1,4,1,0
2029,Van,Fiat,8,7,8,1,1
2030,Car,Infiniti,3,2,21,1,0
2031,Car,Lexus,5,3,12,1,1
2032,Tractor,John Deere,2,1,24,1,0
2033,Lorry,Iveco,3,3,22,1,1
2034,Tractor,Case,2,1,29,1,0
2035,Motorbyke,KTM,2,2,10,1,0
2036,Tractor,Ford,1,1,17,1,0
2037,Tractor,Case,1,1,8,1,1
2038,Without_carnet,Chatenet,2,2,16,0,0
2039,Tractor,Ford,1,1,4,1,0
2040,Van,Volkswagen,5,5,19,1,1
2041,Tractor,Deutz,1,1,3,1,0
2042,Van,Seat,6,5,5,1,0
2043,Tractor,New Holland,2,1,25,1,0
2044,Motorbyke,Yamaha,1,1,30,1,1
2045,Lorry,Volvo,3,3,4,1,0
2046,Tractor,Claas,2,2,12,1,0
2047,Van,Renault,5,5,8,1,0
2048,Tractor,Massey Ferguson,2,2,11,1,0
2049,Van,Toyota,8,6,21,1,0
2050,Van,Dacia,7,6,25,1,0
2051,Motorbyke,Harley Davidson,1,1,11,1,0
2052,Motorbyke,Kawasaki,1,1,29,1,0
2053,Van,Dacia,6,5,17,1,0
2054,Without_carnet,Chatenet,2,1,30,0,0
2055,Lorry,Iveco,3,3,22,1,0
2056,Motorbyke,Harley Davidson,1,1,13,1,0
2057,Motorbyke,Aprilia,2,1,1,1,0
2058,Motorbyke,KTM,2,2,26,1,0
2059,Van,Nissan,5,5,21,1,0
2060,Car,Nissan,5,5,3,1,0
2061,Without_carnet,Aixam,2,2,24,0,0
2062,Car,Cadillac,3,1,22,1,0
2063,Van,Opel,7,7,7,1,0
2064,Van,Nissan,8,5,17,1,0
2065,Without_carnet,Aixam,2,2,15,0,0
2066,Lorry,Agrale,3,2,5,1,0
2067,Lorry,Pegaso,3,1,16,1,0
2068,Van,Seat,8,7,7,1,0
2069,Lorry,Pegaso,3,3,0,1,1
2070,Lorry,Mercedes-Benz,3,1,8,1,0
2071,Van,Toyota,6,5,26,1,0
2072,Without_carnet,Chatenet,1,1,0,0,0
2073,Van,Citroen,5,5,1,1,0
2074,Van,Fiat,6,5,21,1,0
2075,Lorry,Mercedes-Benz,3,2,6,1,0
2076,Car,Koenigsegg,5,1,18,1,0
2077,Van,Opel,7,5,7,1,1
2078,Car,Alfa Romeo,2,2,16,1,1
2079,Car,Mini,4,3,20,1,0
2080,Tractor,Lanz Bulldog,1,1,25,1,0
2081,Lorry,Pegaso,3,3,17,1,0
2082,Van,Peugeot,7,7,0,1,0
2083,Lorry,Mercedes-Benz,3,1,18,1,1
2084,Lorry,Agrale,3,2,5,1,0
2085,Tractor,Case,1,1,7,1,0
2086,Lorry,Agrale,3,3,10,1,0
2087,Van,Peugeot,7,6,15,1,0
2088,Van,Opel,5,5,1,1,0
2089,Motorbyke,Derbi,2,2,21,1,0
2090,Van,Volkswagen,6,5,17,1,0
2091,Tractor,Fendt,2,2,20,1,0
2092,Lorry,Volvo,3,3,1,1,0
2093,Motorbyke,KTM,1,1,30,1,0
2094,Motorbyke,Aprilia,1,1,22,1,0
2095,Car,Chevrolet,5,2,20,1,0
2096,Lorry,Pegaso,3,1,3,1,0
2097,Lorry,Pegaso,3,2,15,1,0
2098,Van,Opel,6,5,15,1,0
2099,Lorry,Volvo,3,2,17,1,0
2100,Lorry,Pegaso,3,2,3,1,0
2101,Tractor,Fendt,1,1,9,1,0
2102,Lorry,Iveco,3,2,3,1,0
2103,Without_carnet,Chatenet,2,2,8,0,1
2104,Van,Iveco,6,6,4,1,0
2105,Lorry,Volvo,3,2,7,1,0
2106,Lorry,Pegaso,3,2,15,1,0
2107,Tractor,Deutz,1,1,8,1,0
2108,Car,Opel,4,3,28,1,0
2109,Tractor,Claas,1,1,15,1,1
2110,Lorry,Pegaso,3,1,29,1,0
2111,Lorry,Volvo,3,1,5,1,0
2112,Without_carnet,Aixam,2,2,27,0,0
2113,Car,Mitsubishi,3,1,25,1,0
2114,Tractor,Ford,2,2,27,1,0
2115,Car,Tesla,3,2,28,1,0
2116,Motorbyke,Vespa,2,1,22,1,0
2117,Car,McLaren,2,2,7,1,0
2118,Van,Fiat,7,5,29,1,0
2119,Van,Ford,5,5,5,1,0
2120,Car,McLaren,3,3,3,1,0
2121,Van,Seat,5,5,1,1,0
2122,Lorry,Volvo,3,2,12,1,0
2123,Lorry,Mercedes-Benz,3,1,18,1,0
2124,Car,Lexus,4,4,1,1,0
2125,Van,Toyota,6,6,11,1,0
2126,Without_carnet,Aixam,2,1,30,0,1
2127,Motorbyke,Harley Davidson,1,1,4,1,0
2128,Lorry,Pegaso,3,2,12,1,0
2129,Car,Chrysler,2,2,15,1,0
2130,Motorbyke,Ducati,1,1,2,1,0
2131,Without_carnet,Aixam,2,1,8,0,0
2132,Car,Subaru,3,1,0,1,0
2133,Lorry,Mercedes-Benz,3,1,22,1,0
2134,Without_carnet,Aixam,1,1,5,0,0
2135,Lorry,Mercedes-Benz,3,1,0,1,0
2136,Car,Audi,2,1,24,1,0
2137,Motorbyke,KTM,2,2,16,1,0
2138,Tractor,John Deere,1,1,23,1,0
2139,Car,Subaru,5,5,1,1,0
2140,Van,Renault,6,6,18,1,1
2141,Without_carnet,Aixam,1,1,10,0,0
2142,Without_carnet,Aixam,1,1,2,0,0
2143,Van,Renault,6,5,26,1,0
2144,Without_carnet,Chatenet,2,1,9,0,0
2145,Tractor,John Deere,1,1,17,1,0
2146,Van,Toyota,6,5,4,1,0
2147,Car,Opel,4,1,20,1,0
2148,Car,Mini,3,3,6,1,0
2149,Motorbyke,Derbi,2,2,24,1,0
2150,Car,Toyota,4,4,11,1,0
2151,Without_carnet,Ligier,1,1,5,0,0
2152,Tractor,Deutz,1,1,30,1,0
2153,Without_carnet,Ligier,1,1,26,0,0
2154,Car,Fiat,3,2,12,1,0
2155,Tractor,Ford,1,1,11,1,0
2156,Without_carnet,Aixam,2,2,24,0,0
2157,Motorbyke,Ducati,2,2,14,1,0
2158,Motorbyke,Ducati,2,2,21,1,1
2159,Without_carnet,Ligier,2,2,9,0,0
2160,Lorry,Iveco,3,3,23,1,0
2161,Van,Toyota,6,6,21,1,0
2162,Lorry,Agrale,3,3,20,1,0
2163,Without_carnet,Microcar,1,1,13,0,0
2164,Tractor,John Deere,2,1,0,1,0
2165,Without_carnet,Chatenet,2,2,28,0,0
2166,Motorbyke,Vespa,2,2,6,1,0
2167,Car,Bentley,2,2,5,1,0
2168,Motorbyke,Yamaha,2,1,10,1,0
2169,Van,Dacia,5,5,16,1,0
2170,Without_carnet,Microcar,1,1,4,0,0
2171,Car,Lexus,5,4,14,1,0
2172,Without_carnet,Ligier,1,1,8,0,0
2173,Van,Dacia,7,7,7,1,0
2174,Car,Infiniti,3,3,14,1,0
2175,Without_carnet,Ligier,2,1,1,0,0
2176,Motorbyke,Aprilia,2,2,21,1,1
2177,Without_carnet,Microcar,2,1,0,0,0
2178,Lorry,Pegaso,3,1,1,1,0
2179,Motorbyke,Ducati,1,1,17,1,0
2180,Lorry,Volvo,3,3,28,1,0
2181,Tractor,New Holland,2,1,7,1,0
2182,Van,Volkswagen,5,5,9,1,0
2183,Van,Citroen,8,6,22,1,0
2184,Motorbyke,Ducati,1,1,28,1,0
2185,Tractor,Lanz Bulldog,1,1,5,1,0
2186,Without_carnet,Ligier,1,1,4,0,0
2187,Tractor,Claas,2,1,5,1,0
2188,Lorry,Mercedes-Benz,3,3,4,1,0
2189,Van,Ford,6,6,25,1,0
2190,Car,Ferrari,2,1,28,1,0
2191,Tractor,Lanz Bulldog,2,2,22,1,0
2192,Motorbyke,KTM,1,1,30,1,0
2193,Van,Opel,5,5,10,1,0
2194,Motorbyke,Vespa,2,1,18,1,0
2195,Motorbyke,KTM,2,1,14,1,0
2196,Van,Mercedes-Benz,6,5,0,1,0
2197,Car,Lamborgini,2,1,9,1,1
2198,Van,Nissan,5,5,21,1,0
2199,Car,BMW,5,5,0,1,0
2200,Tractor,John Deere,1,1,2,1,0
2201,Motorbyke,Kawasaki,1,1,8,1,0
2202,Van,Iveco,8,5,30,1,0
2203,Van,Iveco,6,6,3,1,0
2204,Car,Honda,3,1,24,1,0
2205,Tractor,John Deere,2,2,19,1,0
2206,Car,Pagani,4,4,5,1,0
2207,Car,Honda,4,4,8,1,0
2208,Motorbyke,Kawasaki,1,1,16,1,0
2209,Tractor,Ford,1,1,30,1,1
2210,Tractor,Claas,2,1,15,1,0
2211,Tractor,Valtra,1,1,15,1,0
2212,Van,Dacia,7,5,22,1,0
2213,Motorbyke,KTM,2,2,14,1,0
2214,Van,Opel,5,5,30,1,0
2215,Without_carnet,Aixam,2,2,23,0,0
2216,Motorbyke,Harley Davidson,2,1,25,1,0
2217,Motorbyke,Aprilia,1,1,26,1,0
2218,Without_carnet,Aixam,1,1,16,0,1
2219,Without_carnet,Microcar,2,2,16,0,0
2220,Without_carnet,Aixam,1,1,9,0,0
2221,Van,Peugeot,6,5,2,1,0
2222,Car,Mercedes-Benz,3,1,0,1,0
2223,Car,Chrysler,5,4,11,1,0
2224,Van,Fiat,8,5,25,1,0
2225,Without_carnet,Ligier,2,2,21,0,1
2226,Lorry,Volvo,3,1,2,1,0
2227,Car,Volkswagen,2,2,1,1,0
2228,Without_carnet,Ligier,1,1,21,0,0
2229,Motorbyke,Vespa,2,1,25,1,0
2230,Without_carnet,Microcar,2,1,24,0,0
2231,Car,Mercedes-Benz,4,2,26,1,0
2232,Lorry,Mercedes-Benz,3,2,0,1,0
2233,Without_carnet,Ligier,1,1,8,0,0
2234,Lorry,Pegaso,3,2,15,1,1
2235,Van,Opel,8,7,23,1,0
2236,Van,Iveco,5,5,30,1,0
2237,Without_carnet,Microcar,2,2,27,0,0
2238,Motorbyke,Yamaha,1,1,29,1,0
2239,Lorry,Agrale,3,3,29,1,0
2240,Tractor,Ford,2,2,1,1,0
2241,Tractor,Lanz Bulldog,1,1,22,1,0
2242,Lorry,Pegaso,3,2,17,1,0
2243,Van,Citroen,5,5,5,1,0
2244,Car,Honda,3,2,24,1,0
2245,Lorry,Agrale,3,2,26,1,0
2246,Without_carnet,Ligier,2,1,28,0,0
2247,Motorbyke,Ducati,1,1,20,1,0
2248,Van,Citroen,5,5,9,1,0
2249,Motorbyke,Vespa,2,2,9,1,0
2250,Car,McLaren,4,2,19,1,0
2251,Car,Saab,5,4,19,1,0
2252,Lorry,Iveco,3,1,5,1,0
2253,Motorbyke,Harley Davidson,1,1,10,1,0
2254,Car,Cadillac,5,4,17,1,1
2255,Tractor,Deutz,2,1,6,1,0
2256,Van,Volkswagen,7,7,24,1,1
2257,Motorbyke,Yamaha,1,1,23,1,0
2258,Without_carnet,Aixam,2,1,14,0,1
2259,Tractor,New Holland,1,1,8,1,0
2260,Lorry,Volvo,3,1,6,1,0
2261,Without_carnet,Ligier,2,1,9,0,0
2262,Van,Peugeot,8,8,8,1,0
2263,Lorry,Volvo,3,3,26,1,0
2264,Tractor,Fendt,1,1,18,1,0
2265,Lorry,Iveco,3,2,29,1,0
2266,Car,Hyunday,3,3,27,1,0
2267,Lorry,Mercedes-Benz,3,3,15,1,0
2268,Van,Nissan,7,5,7,1,1
2269,Without_carnet,Aixam,1,1,8,0,0
2270,Car,Subaru,4,2,19,1,0
2271,Motorbyke,Harley Davidson,1,1,27,1,0
2272,Tractor,Deutz,1,1,8,1,0
2273,Motorbyke,Derbi,1,1,15,1,0
2274,Motorbyke,Aprilia,1,1,13,1,0
2275,Motorbyke,Harley Davidson,2,1,26,1,0
2276,Lorry,Pegaso,3,3,2,1,0
2277,Motorbyke,Derbi,2,1,12,1,0
2278,Tractor,New Holland,1,1,9,1,0
2279,Lorry,Iveco,3,2,24,1,0
2280,Motorbyke,Derbi,1,1,15,1,1
2281,Tractor,Ford,2,2,7,1,0
2282,Lorry,Volvo,3,2,8,1,0
2283,Car,Citroen,2,1,3,1,0
2284,Motorbyke,Ducati,2,1,13,1,0
2285,Without_carnet,Aixam,2,2,0,0,0
2286,Without_carnet,Chatenet,2,2,17,0,0
2287,Without_carnet,Ligier,2,2,18,0,0
2288,Motorbyke,KTM,1,1,19,1,1
2289,Car,Renault,4,3,4,1,0
2290,Without_carnet,Aixam,2,1,19,0,0
2291,Car,Chrysler,4,3,9,1,0
2292,Without_carnet,Aixam,2,1,12,0,0
2293,Car,Renault,4,2,27,1,0
2294,Tractor,Massey Ferguson,2,1,28,1,0
2295,Without_carnet,Chatenet,2,2,18,0,0
2296,Car,Mitsubishi,4,1,6,1,0
2297,Car,Volkswagen,2,2,22,1,0
2298,Without_carnet,Ligier,1,1,24,0,0
2299,Tractor,John Deere,2,2,23,1,0
2300,Car,Alfa Romeo,5,1,9,1,0
2301,Car,Mercedes-Benz,3,2,13,1,0
2302,Motorbyke,Vespa,2,1,25,1,0
2303,Tractor,Ford,2,1,21,1,0
2304,Tractor,Fendt,1,1,29,1,0
2305,Tractor,Lanz Bulldog,1,1,6,1,0
2306,Car,Mini,5,3,30,1,0
2307,Without_carnet,Chatenet,2,1,8,0,0
2308,Lorry,Agrale,3,2,20,1,0
2309,Motorbyke,Yamaha,1,1,3,1,0
2310,Van,Iveco,8,8,17,1,0
2311,Motorbyke,Vespa,2,1,21,1,0
2312,Tractor,Claas,1,1,5,1,0
2313,Lorry,Agrale,3,2,26,1,0
2314,Without_carnet,Aixam,2,1,29,0,0
2315,Car,McLaren,2,1,7,1,0
2316,Motorbyke,KTM,1,1,17,1,1
2317,Tractor,Valtra,1,1,16,1,0
2318,Lorry,Iveco,3,1,12,1,0
2319,Without_carnet,Ligier,1,1,30,0,0
2320,Without_carnet,Ligier,1,1,21,0,1
2321,Lorry,Iveco,3,2,6,1,0
2322,Without_carnet,Aixam,2,1,16,0,1
2323,Lorry,Agrale,3,3,8,1,0
2324,Van,Toyota,7,6,18,1,0
2325,Car,Bugatti,5,4,7,1,1
2326,Car,Porsche,4,4,10,1,0
2327,Van,Mercedes-Benz,7,7,26,1,0
2328,Van,Toyota,7,7,0,1,0
2329,Without_carnet,Microcar,2,1,27,0,0
2330,Lorry,Iveco,3,3,18,1,0
2331,Tractor,Lanz Bulldog,1,1,21,1,0
2332,Without_carnet,Aixam,1,1,13,0,0
2333,Motorbyke,Vespa,1,1,4,1,0
2334,Without_carnet,Ligier,1,1,5,0,0
2335,Lorry,Iveco,3,1,28,1,0
2336,Van,Dacia,7,5,30,1,1
2337,Tractor,Fendt,1,1,17,1,0
2338,Tractor,Claas,2,2,26,1,1
2339,Car,Porsche,2,2,1,1,0
2340,Lorry,Agrale,3,3,9,1,0
2341,Without_carnet,Microcar,2,2,12,0,0
2342,Tractor,John Deere,2,2,2,1,0
2343,Lorry,Pegaso,3,3,11,1,0
2344,Van,Nissan,7,7,5,1,0
2345,Without_carnet,Ligier,1,1,20,0,0
2346,Van,Ford,7,6,27,1,0
2347,Van,Toyota,6,6,19,1,0
2348,Van,Mercedes-Benz,6,6,28,1,0
2349,Tractor,Valtra,2,1,3,1,0
2350,Car,Mini,5,2,23,1,0
2351,Motorbyke,Aprilia,1,1,19,1,0
2352,Motorbyke,Derbi,1,1,29,1,0
2353,Without_carnet,Aixam,2,1,24,0,0
2354,Van,Toyota,8,6,3,1,0
2355,Tractor,Ford,1,1,13,1,0
2356,Van,Seat,6,5,13,1,0
2357,Lorry,Agrale,3,2,27,1,0
2358,Car,Mazda,3,3,12,1,0
2359,Car,Pagani,3,2,28,1,0
2360,Lorry,Iveco,3,2,22,1,0
2361,Car,Maserati,2,2,9,1,0
2362,Motorbyke,Yamaha,1,1,6,1,0
2363,Tractor,Massey Ferguson,1,1,24,1,1
2364,Lorry,Pegaso,3,1,17,1,0
2365,Lorry,Pegaso,3,2,11,1,0
2366,Tractor,Claas,1,1,15,1,0
2367,Tractor,Claas,1,1,24,1,1
2368,Van,Mercedes-Benz,7,6,9,1,0
2369,Lorry,Pegaso,3,1,7,1,0
2370,Lorry,Pegaso,3,2,8,1,0
2371,Without_carnet,Chatenet,1,1,29,0,0
2372,Car,McLaren,2,2,10,1,0
2373,Without_carnet,Microcar,1,1,23,0,0
2374,Car,Porsche,2,1,17,1,0
2375,Motorbyke,Aprilia,1,1,4,1,1
2376,Tractor,Valtra,2,2,2,1,0
2377,Lorry,Mercedes-Benz,3,2,7,1,0
2378,Without_carnet,Chatenet,1,1,30,0,0
2379,Lorry,Pegaso,3,2,20,1,0
2380,Tractor,John Deere,1,1,29,1,0
2381,Lorry,Mercedes-Benz,3,1,5,1,0
2382,Car,Tesla,4,2,6,1,0
2383,Tractor,Claas,2,2,24,1,0
2384,Motorbyke,Harley Davidson,2,1,30,1,1
2385,Lorry,Mercedes-Benz,3,1,27,1,0
2386,Van,Iveco,5,5,19,1,0
2387,Car,Bugatti,5,1,4,1,0
2388,Car,Opel,4,3,20,1,0
2389,Car,Bugatti,5,3,10,1,0
2390,Van,Ford,7,6,23,1,0
2391,Van,Mercedes-Benz,5,5,3,1,0
2392,Lorry,Pegaso,3,3,18,1,0
2393,Van,Citroen,6,6,25,1,0
2394,Tractor,Claas,1,1,8,1,0
2395,Without_carnet,Aixam,1,1,27,0,0
2396,Car,Hyunday,5,4,12,1,0
2397,Without_carnet,Ligier,2,1,29,0,0
2398,Without_carnet,Chatenet,1,1,4,0,0
2399,Lorry,Mercedes-Benz,3,1,28,1,0
2400,Without_carnet,Aixam,2,2,24,0,0
2401,Motorbyke,Vespa,2,2,2,1,0
2402,Van,Nissan,8,8,17,1,0
2403,Motorbyke,Yamaha,2,1,30,1,0
2404,Motorbyke,Vespa,1,1,17,1,0
2405,Motorbyke,Vespa,2,2,13,1,0
2406,Tractor,Case,1,1,19,1,0
